Document No.,Line No.,Sell-to Customer Name,External Document No.,Customer PO No.,No.,Ordering Model,Customer Ordering Model,Quantity,Cross-Reference No.,Customer Expectations Date,Produce Expected Finish Date,OP Estimated Shipping Date,Actual Completion Date,Actual Shipping Day,Description,Customer Ordering Desc.,Description 2,Model Name,Unit of Measure,Outstanding Quantity,Loan To Sales,Project Code,Shipment Date,Sales Promised Delivery Date,Create Prod Exp Completion,LastMod Prod Exp Completion,Remark,Remark2,EA Remark,PM Name,Item Status,HeaderStatus,Production Order No.,Starting Date,Material Receipt Date (PO),Orderig Description,Currency Code,Selling Price Excl. VAT,Amount,Amount Including VAT,Outstanding Amount (LCY),Ship-to Name,Customer Item No.,Qty on Purch. Order,Qty on Sales Order,Inventory,Qty on Componet Line,OP Lead Time,ReleasedDateOrigin,Warehouse Shipment No.,Assemble Option,Type,Location Code,Salesperson Code
SO25080471,10000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00600-A10,Nuvo-11006E-PoE,Nuvo-11006E-PoE,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.","Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot",[DEF]Nuvo-11006E-PoE,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:06,,,,,Neil Liu 劉仲軒,DEF,Released,WA25081116,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.",USD,764.00,"3,056.00","3,056.00","93,452.00","Neousys Technology America, Inc.",,0.,6.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,20000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00601-A10,Nuvo-11006E,Nuvo-11006E,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface","Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot",[DEF]Nuvo-11006E,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:27,,,,,Neil Liu 劉仲軒,,Released,WA25081117,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface",USD,681.00,"2,724.00","2,724.00","83,300.00","Neousys Technology America, Inc.",,0.,10.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,30000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00602-A10,Nuvo-11006E-PoE-10G,Nuvo-11006E-PoE-10G,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.","Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, sing",[DEF]Nuvo-11006E-PoE-10G,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:28,,,,,Neil Liu 劉仲軒,DEF,Released,WA25081118,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, single-slot PCIe Cassette & MezIO® Interface, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.",USD,833.00,"3,332.00","3,332.00","101,893.00","Neousys Technology America, Inc.",,0.,4.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,40000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00610-A10,Nuvo-11006LP,Nuvo-11006LP,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray","Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Inte",[DEF]Nuvo-11006LP,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:28,,,,,Neil Liu 劉仲軒,DEF,Released,WA25081119,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray",USD,642.00,"2,568.00","2,568.00","78,529.00","Neousys Technology America, Inc.",,0.,6.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,50000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00611-A10,Nuvo-11006LP-PoE,Nuvo-11006LP-PoE,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray,  option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.","Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Inte",[DEF]Nuvo-11006LP-PoE,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:29,,,,,Neil Liu 劉仲軒,DEF,Released,WA25081120,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray,  option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.",USD,725.00,"2,900.00","2,900.00","88,682.00","Neousys Technology America, Inc.",,0.,6.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,60000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB00612-A10,Nuvo-11006LP-PoE-10G,Nuvo-11006LP-PoE-10G,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Rugged Embedded,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray,  option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.","Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, MezI",[DEF]Nuvo-11006LP-PoE-10G,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:29,,,,,Neil Liu 劉仲軒,DEF,Released,WA25081121,2025/11/27,,"Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5GbE/GbE, USB 3.2, MezIO™ Interface & 2.5” HDD tray,  option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.",USD,794.00,"3,176.00","3,176.00","97,122.00","Neousys Technology America, Inc.",,0.,4.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,70000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB53100-A10,Nuvo-11531,Nuvo-11531,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Compact Fanless,"Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x 2.5GbE, 4x USB3.2","Computer with 4x 2.5GbE, 4x USB3.2",[DEF]Nuvo-11531,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:29,,,,,Kaichu Wu 吳鎧竹,DEF,Released,WA25081122,2025/11/27,,"Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x 2.5GbE, 4x USB3.2",USD,495.00,"1,980.00","1,980.00","60,548.00","Neousys Technology America, Inc.",,0.,10.,1.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080471,80000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251224,950-ECB53101-A10,Nuvo-11531-PoE,Nuvo-11531-PoE,4.,,2025/10/15,2025/12/3,2025/12/10,,,[DEF]Intel® Core™ Ultra 200 Series Compact Fanless,"Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x PoE+ 2.5GbE, 4x USB3.2","Computer with 4x PoE+ 2.5GbE, 4x USB3.2",[DEF]Nuvo-11531-PoE,PCS,4.,FALSE,,2025/12/10,2025/12/10,23/09/25 14:08:30,,,,,Kaichu Wu 吳鎧竹,DEF,Released,WA25081123,2025/11/27,,"Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x PoE+ 2.5GbE, 4x USB3.2",USD,564.00,"2,256.00","2,256.00","68,988.00","Neousys Technology America, Inc.",,0.,4.,0.,0.,103,2025/8/29,,No,Item,WH22,T048
SO25080476,10000,"Neousys Technology America, Inc.",NTA_DATA SPEED_SO-20251220,POD-251237,950-GC810802-A14,Nuvo-8108GC-QD,Nuvo-8108GC-QD-A6,8.,,2025/9/10,2025/10/3,2025/10/8,2025/10/2,,[DEF]Industrial-grade edge AI platform supporting,"Industrial-grade edge AI platform supporting NVIDIA® Quadro RTX 4000, RTX A4000 and RTX A5000  GPU Card, Intel® Xeon® E and 9th/ 8th-Gen Core™ processor with 8~48V wide-range DC input.","NVIDIA® Quadro RTX 4000, RTX A4000 and RTX A5000",[DEF]Nuvo-8108GC-QD(RC),PCS,8.,FALSE,,2025/10/8,2025/10/8,04/09/25 13:47:05,,,,,Kaichu Wu 吳鎧竹,DEF,Released,WR25090713,2025/10/1,,"Industrial-grade edge AI platform supporting NVIDIA® Quadro RTX 4000, RTX A4000 and RTX A5000  GPU Card, Intel® Xeon® E and 9th/ 8th-Gen Core™ processor with 8~48V wide-range DC input.",USD,877.00,"7,016.00","7,016.00","214,549.00","Neousys Technology America, Inc.",,0.,13.,8.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080478,15000,"Neousys Technology America, Inc.",NTA_SCOUT AI_SO-20251222,POD-251238,S50-RU023000-098,NRU-230V-AWP-098,NRU-230V-AWP-JAOi,7.,,2025/9/17,2025/10/3,2025/10/8,2025/10/7,,"NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-In","NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-Industrial-Nvidia-JetPack-6.0, M.280-SSD-2TB-PCIe44-TLC5WT-TD","dustrial-Nvidia-JetPack-6.0, M.280-SSD-2TB-PCIe44-",NRU-230V-AWP-098,PCS,7.,FALSE,,2025/10/8,2025/10/8,11/09/25 18:15:58,,9/11進版.,,,Kaichu Wu 吳鎧竹,,Released,WR25090714,2025/10/1,,"NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-Industrial-Nvidia-JetPack-6.0, M.280-SSD-2TB-PCIe44-TLC5WT-TD",USD,"3,882.00","27,174.00","27,174.00","830,981.00","Neousys Technology America, Inc.",,0.,7.,7.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080478,27500,"Neousys Technology America, Inc.",NTA_SCOUT AI_SO-20251222,POD-251238,S50-RU023000-105,NRU-230V-AWP-105,NRU-230V-AWP-JAO64G,9.,,2025/9/17,2025/10/3,2025/10/8,2025/10/7,,"NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-Nv","NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-Nvidia-JetPack-6.0, M.280-SSD-2TB-PCIe44-TLC5WT-TD","idia-JetPack-6.0, M.280-SSD-2TB-PCIe44-TLC5WT-TD",NRU-230V-AWP-105,PCS,9.,FALSE,,2025/10/8,2025/10/8,22/09/25 09:48:17,,9/11進版.,"業務換jetpack,重包S50",,Kaichu Wu 吳鎧竹,,Released,WR25090715,2025/10/1,,"NRU-230V-AWP, including  GC-Jetson-AGX64GB-Orin-Nvidia-JetPack-6.0, M.280-SSD-2TB-PCIe44-TLC5WT-TD",USD,"3,242.00","29,178.00","29,178.00","892,263.00","Neousys Technology America, Inc.",,0.,17.,9.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080478,30000,"Neousys Technology America, Inc.",NTA_SCOUT AI_SO-20251222,POD-251238,930-AC000003-000,AC-IMX390-H190,AC-IMX390-H190,12.,,2025/9/17,2025/10/3,2025/10/8,2025/10/3,,AC-IMX390-H190 with camera box and EPE,Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 186°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,,AC-IMX390-H190,PCS,12.,FALSE,,2025/10/8,2025/10/8,04/09/25 14:18:44,,,,,Kaichu Wu 吳鎧竹,,Released,WR25090716,2025/10/1,,Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 186°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,USD,412.00,"4,944.00","4,944.00","151,188.00","Neousys Technology America, Inc.",,0.,24.,12.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080478,40000,"Neousys Technology America, Inc.",NTA_SCOUT AI_SO-20251222,POD-251238,930-AC000014-000,AC-IMX490-H60,AC-IMX490-H60,1.,,2025/9/17,2025/10/3,2025/10/8,2025/10/3,,AC-IMX490-H60 with camera box and EPE,Sony IMX490 CMOS sensor camera; 2880x1860 @30fps; LFM; HFOV 62.5°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,,AC-IMX490-H60,PCS,1.,FALSE,,2025/10/8,2025/10/8,04/09/25 14:18:45,,,,,Kaichu Wu 吳鎧竹,,Released,WR25090725,2025/10/1,,Sony IMX490 CMOS sensor camera; 2880x1860 @30fps; LFM; HFOV 62.5°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,USD,600.00,600.00,600.00,"18,348.00","Neousys Technology America, Inc.",,0.,1.,1.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080478,50000,"Neousys Technology America, Inc.",NTA_SCOUT AI_SO-20251222,POD-251238,930-AC000015-000,AC-IMX490-H120,AC-IMX490-H120,1.,,2025/9/17,2025/10/3,2025/10/8,2025/10/3,,AC-IMX490-H120 with camera box and EPE,Sony IMX490 CMOS sensor camera; 2880x1860 @30fps; LFM; HFOV 120°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,,AC-IMX490-H120,PCS,1.,FALSE,,2025/10/8,2025/10/8,04/09/25 14:18:46,,,,,Kaichu Wu 吳鎧竹,,Released,WR25090726,2025/10/1,,Sony IMX490 CMOS sensor camera; 2880x1860 @30fps; LFM; HFOV 120°; IP67+IP69K; -40°C to 85°C operating temperature; male FAKRA connector; active alignment; without lens cap,USD,600.00,600.00,600.00,"18,348.00","Neousys Technology America, Inc.",,0.,31.,2.,0.,40,2025/8/29,PK25100061,No,Item,WH22,T048
SO25080496,20000,"Neousys Technology America, Inc.",P96744,POD-251233,S50-EC753100-PU8,Nuvo-7531-i7OCG9,Nuvo-7531-i7OCG9,1.,,2025/9/12,2025/10/6,2025/10/9,2025/10/7,,"Nuvo-7531, including  i7-9700TE","Nuvo-7531, including  i7-9700TE",,Nuvo-7531-i7OCG9,PCS,1.,FALSE,,2025/10/9,2025/10/9,08/09/25 09:11:05,,,,,Neil Liu 劉仲軒,,Released,WR25090775,2025/10/2,,"Nuvo-7531, including  i7-9700TE",USD,804.00,804.00,804.00,"24,152.00",COAST Automation,,0.,1.,1.,0.,41,2025/8/29,PK25100055,No,Item,WH22,T048
SO25080505,80000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251244,501-W1336218-077,mPCIeHS-BTWifi-WT-6218,mPCIeHS-BTWifi-WT-6218,3.,,2025/9/10,2025/10/23,2025/10/29,,,"[DEF]Half Size Mini-PCIe WiFi+BT Module, 802.11a/b","802.11ac/a/b/g/n, 2T2R WiFi + BT4.2 half size mini-PCIe module, -40 ~ 85°C","/g/n/ac, 2T2R, 2.4GHz & 5GHz dual band, WLAN:PCIe",[DEF]WiFi 5 2T2R+BT Half mPCIe WMX6218,PCS,3.,FALSE,,2025/10/29,2025/10/29,10/09/25 15:41:49,10/09/25 15:43:15,10/1業務通知拆3+2. 9/10生管通知拆15+5.,,,,DEF,Released,,,2025/10/22,"802.11ac/a/b/g/n, 2T2R WiFi + BT4.2 half size mini-PCIe module, -40 ~ 85°C",USD,24.00,72.00,72.00,"2,180.00","Neousys Technology America, Inc.",,190.,30.,2.,84.,58,2025/9/1,,No,Item,WH22,T048
SO25080505,90000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251244,501-W1336218-077,mPCIeHS-BTWifi-WT-6218,mPCIeHS-BTWifi-WT-6218,2.,,2025/10/29,2025/12/18,2025/12/24,,,"[DEF]Half Size Mini-PCIe WiFi+BT Module, 802.11a/b","802.11ac/a/b/g/n, 2T2R WiFi + BT4.2 half size mini-PCIe module, -40 ~ 85°C","/g/n/ac, 2T2R, 2.4GHz & 5GHz dual band, WLAN:PCIe",[DEF]WiFi 5 2T2R+BT Half mPCIe WMX6218,PCS,2.,FALSE,,2025/12/24,2025/12/24,01/10/25 12:09:21,,10/1業務通知拆3+2. 9/10生管通知拆15+5.,12/15 in 501-W1336218-077,,,DEF,Released,,,2025/12/17,"802.11ac/a/b/g/n, 2T2R WiFi + BT4.2 half size mini-PCIe module, -40 ~ 85°C",USD,24.00,48.00,48.00,"1,453.00","Neousys Technology America, Inc.",,190.,30.,2.,84.,114,2025/9/1,,No,Item,WH22,T048
SO25090001,10000,"Neousys Technology America, Inc.",NTA_TIMKEN_SO-20251227,POD-251246,950-MV730600-020,Nuvis-7306RT-DTIO(EA),Nuvis-7306RT-DTIO(EA),1.,,2025/9/10,2025/10/3,2025/10/8,2025/10/3,,[EA]Intel® 8th/ 9th-Gen Core™ i  machine vision co,"Intel® 8th/ 9th-Gen Core™ i  machine vision controller with vision-specific I/O, real-time controler by patented DTIO V2 and GPU-computing.","ntroller with vision-specific I/O, real-time contr",[EA]Nuvis-7306RT-DTIO,PCS,1.,FALSE,,2025/10/8,2025/10/8,08/09/25 11:23:54,,,OK,,Kaichu Wu 吳鎧竹,EA9,Released,WR25090743,2025/10/1,,"Intel® 8th/ 9th-Gen Core™ i  machine vision controller with vision-specific I/O, real-time controler by patented DTIO V2 and GPU-computing.",USD,907.00,907.00,907.00,"27,745.00","Neousys Technology America, Inc.",,0.,2.,1.,0.,37,2025/9/1,PK25100061,No,Item,WH22,T048
SO25090002,10000,"Neousys Technology America, Inc.",NTA_CYNGN_SO-20251229,POD-251247,950-GC916003-A20,Nuvo-9160GC-PoE,Nuvo-9160GC-PoE,6.,,2025/9/17,2025/10/3,2025/10/8,2025/10/7,,[DEF]Ruggedized GPU-Computing Platform Supporting,"Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 12th-Gen Core™ Processor, with IEEE 802.3at PoE+ (I226-IT)",130W nVidia® GPU and Intel® 12th-Gen Core™ Process,[DEF]Nuvo-9160GC-PoE-i226(RC),PCS,6.,FALSE,,2025/10/8,2025/10/8,08/09/25 11:44:22,,,,,Kaichu Wu 吳鎧竹,DEF,Released,WR25090744,2025/10/1,,"Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 12th-Gen Core™ Processor, with IEEE 802.3at PoE+ (I226-IT)",USD,848.00,"5,088.00","5,088.00","155,642.00","Neousys Technology America, Inc.",,0.,53.,7.,0.,37,2025/9/1,PK25100061,No,Item,WH22,T048
SO25090003,10000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251248,93S-GB000001-000,Gpubr-Nuvo9160-01,Gpubr-Nuvo9160-01,5.,,2025/9/10,2025/10/3,2025/10/8,2025/10/3,,"[DEF]Nuvo-9160GC GPU bracket kit for RTX A2000, RT","Nuvo-9160GC GPU bracket kit for RTX A2000, RTX 2000 Ada, and RTX 4000 SFF Ada","X 2000 Ada, and RTX 4000 SFF Ada",[DEF]Gpubr-Nuvo9160-01,PCS,5.,FALSE,,2025/10/8,2025/10/8,08/09/25 11:44:57,,,OK,,Jeffrey Wang 王俊鍵,DEF,Released,WR25090745,2025/10/1,,"Nuvo-9160GC GPU bracket kit for RTX A2000, RTX 2000 Ada, and RTX 4000 SFF Ada",USD,5.00,25.00,25.00,752.00,"Neousys Technology America, Inc.",,0.,136.,15.,0.,37,2025/9/1,PK25100061,No,Item,WH22,T048
SO25090003,40000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251248,950-EC900693-A11,Nuvo-9006DE-PoE-UL,Nuvo-9006DE-PoE-UL,5.,,2025/9/17,2025/10/3,2025/10/8,2025/10/3,,[DEF]Intel® 14th/ 13th/12th -Gen Core™ Rugged Embe,"Intel® 14th/ 13th/12th -Gen Core™ Rugged Embedded Computer with 6x 2.5GbE (I226-IT)/ GbE, USB 3.2 Type-C, dual-slot PCIe Cassette & MezIO® Interface & UL certified, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.","dded Computer with 6x 2.5GbE (I226-IT)/ GbE, USB 3",[DEF]Nuvo-9006DE-PoE-UL-i226,PCS,5.,FALSE,,2025/10/8,2025/10/8,08/09/25 11:55:42,,,OK,,Neil Liu 劉仲軒,DEF,Released,WR25090746,2025/10/1,,"Intel® 14th/ 13th/12th -Gen Core™ Rugged Embedded Computer with 6x 2.5GbE (I226-IT)/ GbE, USB 3.2 Type-C, dual-slot PCIe Cassette & MezIO® Interface & UL certified, option of 802.3at PoE+ PSE for 2.5GbE port 3 ~ port 6.",USD,794.00,"3,970.00","3,970.00","119,358.00","Neousys Technology America, Inc.",,0.,20.,5.,0.,37,2025/9/1,PK25100061,No,Item,WH22,T048
SO25090021,10000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,S50-SL200700-125,SEMIL-2007-125,SEMIL-2007-i9IC14-65W-DS,2.,,2025/9/17,2025/10/3,2025/10/16,,,"SEMIL-2007, including  i9-14900, 2x DDR5-32GB-48WT","SEMIL-2007, including  i9-14900, 2x DDR5-32GB-48WT-SM, SSD-2TB-TLC5WT-TD, M.280-SSD-1TB-PCIe44-TLC5WT-TD","-SM, SSD-2TB-TLC5WT-TD, M.280-SSD-1TB-PCIe44-TLC5W",SEMIL-2007-125,PCS,2.,FALSE,,2025/10/3,2025/10/8,08/09/25 15:35:18,07/10/25 17:59:07,10/7產線通知主板燒壞待換版延後出貨.,OK,,Brian Hsieh 謝泊含,,Released,WR25090756,2025/10/1,,"SEMIL-2007, including  i9-14900, 2x DDR5-32GB-48WT-SM, SSD-2TB-TLC5WT-TD, M.280-SSD-1TB-PCIe44-TLC5WT-TD",USD,"3,064.00","6,128.00","6,128.00","187,456.00","Neousys Technology America, Inc.",,0.,2.,0.,0.,44,2025/9/2,,No,Item,WH22,T048
SO25090021,20000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,391-U4301500-035,Cbl-TpCPlug-U3TA-50CM,Cbl-TpCPlug-U3TA-50CM,2.,,2025/9/17,2025/10/3,2025/10/8,,,"Cable 50cm, Waterproof Metal C2 Plug Screw with US","TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM",B3.1 Type-C Male(Black) w/Nut to USB3.0 Type-A Fem,Metal C2 Plug to USB3.0 Type-A FML 50cm,PCS,2.,FALSE,,2025/10/8,2025/10/8,08/09/25 15:35:20,,,10/1-TG25090285   OK,,,DEF,Released,,,2025/10/1,"TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM",USD,18.00,36.00,36.00,"1,101.00","Neousys Technology America, Inc.",,0.,43.,107.,0.,36,2025/9/2,PK25100061,No,Item,WH22,T048
SO25090021,30000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,395-M1282500-004,Cbl-M12X8M-RJ45-CAT6A-500CM,Cbl-M12X8M-RJ45-CAT6A-500CM,8.,,2025/9/17,2025/10/3,2025/10/8,,,"[DEF]Cable 500cm, M12 X-code Male 8P to RJ45 plug","M12( 8-pole-X-coded) to RJ45, CAT6A, Length : 500CM","8P8C with shielding, Black, CAT-6A, 26AWG, SFTP, -",[DEF]M12 X-code M 8P to RJ45 Plug 8P8C 500cm,PCS,8.,FALSE,,2025/10/8,2025/10/8,08/09/25 15:35:20,,,10/1-TG25090285   OK,,,DEF,Released,,,2025/10/1,"M12( 8-pole-X-coded) to RJ45, CAT6A, Length : 500CM",USD,32.00,256.00,256.00,"7,831.00","Neousys Technology America, Inc.",,400.,33.,136.,168.,36,2025/9/2,PK25100061,No,Item,WH22,T048
SO25090021,40000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,395-M1452189-004,Cbl-M12L5F-CordEnd5-180CM,Cbl-M12L5F-CordEnd5-180CM,4.,,2025/9/17,2025/10/3,2025/10/8,,,"Cable 180cm, Waterproof M12 L-Code Female 5P to Co","M12 L-Code 5P(FML) to Cord End Terminal 5P, Length: 1.8M","rd End Terminal 5P(Red, L: 10mm), w/core, 18AWG,",Cable M12 L-Code 5P FML to CET 5P 180cm,PCS,4.,FALSE,,2025/10/8,2025/10/8,08/09/25 15:35:21,,,10/1-TG25090285   OK,,,NR,Released,,,2025/10/1,"M12 L-Code 5P(FML) to Cord End Terminal 5P, Length: 1.8M",USD,10.00,40.00,40.00,"1,224.00","Neousys Technology America, Inc.",,100.,6.,89.,59.,36,2025/9/2,PK25100061,No,Item,WH22,T048
SO25090021,50000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,395-M1182181-104,Cbl-M12A8M-2U2TA-180CM2,Cbl-M12A8M-2U2TA-180CM2,4.,,2025/9/17,2025/10/3,2025/10/8,,,"Cable 180cm, Waterproof M12 A-Code Male 8P w/ copp","Waterproof M12 (8-pole-A-coded) w/ copper shielding  to 2xUSB 2.0 type A (female), Length: 180CM","er shielding to x2 USB2.0 TYPE-A Female, Black, 28",M12 Acode Male 8P to x2 USB2.0 FML 180cm,PCS,4.,FALSE,,2025/10/8,2025/10/8,08/09/25 15:35:22,,,10/1-TG25090285   九月中餘數待分配,,,NR,Released,,,2025/10/1,"Waterproof M12 (8-pole-A-coded) w/ copper shielding  to 2xUSB 2.0 type A (female), Length: 180CM",USD,10.00,40.00,40.00,"1,224.00","Neousys Technology America, Inc.",,300.,47.,182.,178.,36,2025/9/2,PK25100061,No,Item,WH22,T048
SO25090021,60000,"Neousys Technology America, Inc.",NTA_US ARMY_SO-20251236,POD-251251,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,4.,,2025/9/17,2025/10/3,2025/10/16,,,Customer Services,OS-Linux Ubuntu-22.04 桌面版,,Customer Services,PCS,4.,FALSE,,2025/10/16,2025/10/8,08/09/25 15:35:22,,,,,,,Released,,,2025/10/1,OS-Linux Ubuntu-22.04 桌面版,USD,0.00,0.00,0.00,0.00,"Neousys Technology America, Inc.",,0.,0.,0.,0.,44,2025/9/2,,No,Resource,WH02,T048
